Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"CRY2","Cryptochrome Circadian Regulator 2","Protein Coding","Q49AN0","52","GC11P049035","3.61580181121826","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRY2"
"IL34","Interleukin 34","Protein Coding","Q6ZMJ4","51","GC16P122052","3.61580181121826","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL34"
"PSRC1","Proline And Serine Rich Coiled-Coil 1","Protein Coding","Q6PGN9","48","GC01M109279","3.61425018310547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSRC1"
"MIR30A","MicroRNA 30a","RNA Gene","","28","GC06M071403","3.60885906219482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30A"
"TAFA5","TAFA Chemokine Like Family Member 5","Protein Coding","Q7Z5A7","44","GC22P092431","3.60830354690552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAFA5"
"GRIN3A","Glutamate Ionotropic Receptor NMDA Type Subunit 3A","Protein Coding","Q8TCU5","51","GC09M101569","3.59924507141113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN3A"
"CELF2","CUGBP Elav-Like Family Member 2","Protein Coding","O95319","57","GC10P010462","3.59843301773071","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF2"
"IL15","Interleukin 15","Protein Coding","P40933","55","GC04P141636","3.5834321975708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL15"
"ITIH4","Inter-Alpha-Trypsin Inhibitor Heavy Chain 4","Protein Coding","Q14624","55","GC03M052812","3.58107161521912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH4"
"SLC18A2","Solute Carrier Family 18 Member A2","Protein Coding","Q05940","60","GC10P117241","3.57342195510864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC18A2"
"MIR30B","MicroRNA 30b","RNA Gene","","30","GC08M134800","3.56982231140137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30B"
"SYN1","Synapsin I","Protein Coding","P17600","57","GC0XM047571","3.56268620491028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYN1"
"CYFIP1","Cytoplasmic FMR1 Interacting Protein 1","Protein Coding","Q7L576","52","GC15M022867","3.5557107925415","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYFIP1"
"RORA","RAR Related Orphan Receptor A","Protein Coding","P35398","61","GC15M060488","3.55043435096741","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RORA"
"SPTAN1","Spectrin Alpha, Non-Erythrocytic 1","Protein Coding","Q13813","61","GC09P128552","3.54790878295898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTAN1"
"ATG7","Autophagy Related 7","Protein Coding","O95352","55","GC03P027034","3.54756641387939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG7"
"GABRG3","Gamma-Aminobutyric Acid Type A Receptor Subunit Gamma3","Protein Coding","Q99928","57","GC15P026971","3.53729271888733","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRG3"
"SOD3","Superoxide Dismutase 3","Protein Coding","P08294","55","GC04P030197","3.53379964828491","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD3"
"MT-TF","Mitochondrially Encoded TRNA-Phe (UUU/C)","RNA Gene","","22","GCMTP000580","3.53379964828491","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TF"
"MT-TW","Mitochondrially Encoded TRNA-Trp (UGA/G)","RNA Gene","","22","GCMTP005514","3.53379964828491","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TW"
"LINC02605","Long Intergenic Non-Protein Coding RNA 2605","RNA Gene","","21","GC08P078838","3.52840757369995","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02605"
"IRF3","Interferon Regulatory Factor 3","Protein Coding","Q14653","58","GC19M049659","3.52115368843079","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF3"
"SPG21","SPG21 Abhydrolase Domain Containing, Maspardin","Protein Coding","Q9NZD8","50","GC15M064963","3.52115368843079","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPG21"
"ERCC2","ERCC Excision Repair 2, TFIIH Core Complex Helicase Subunit","Protein Coding","P18074","61","GC19M045349","3.51383471488953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC2"
"ACYP1","Acylphosphatase 1","Protein Coding","P07311","49","GC14M075053","3.50734281539917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACYP1"
"ITSN1","Intersectin 1","Protein Coding","Q15811","53","GC21P033642","3.50568127632141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITSN1"
"PFN1","Profilin 1","Protein Coding","P07737","59","GC17M004945","3.50502300262451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFN1"
"MB","Myoglobin","Protein Coding","P02144","58","GC22M035606","3.50502300262451","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MB"
"CACNA1D","Calcium Voltage-Gated Channel Subunit Alpha1 D","Protein Coding","Q01668","60","GC03P053328","3.50479578971863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1D"
"SLC6A1","Solute Carrier Family 6 Member 1","Protein Coding","P30531","59","GC03P027031","3.50285196304321","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A1"
"FOXP2","Forkhead Box P2","Protein Coding","O15409","56","GC07P114086","3.50285196304321","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP2"
"GATD3","Glutamine Amidotransferase Class 1 Domain Containing 3","Protein Coding","P0DPI2","44","GC21P051106","3.50278449058533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATD3"
"ALPL","Alkaline Phosphatase, Biomineralization Associated","Protein Coding","P05186","63","GC01P021508","3.50240182876587","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALPL"
"MEFV","MEFV Innate Immunity Regulator, Pyrin","Protein Coding","O15553","57","GC16M049968","3.49156308174133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEFV"
"RFC1","Replication Factor C Subunit 1","Protein Coding","P35251","58","GC04M039291","3.48935794830322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC1"
"KCNH2","Potassium Voltage-Gated Channel Subfamily H Member 2","Protein Coding","Q12809","63","GC07M150944","3.48642349243164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNH2"
"PCDH15","Protocadherin Related 15","Protein Coding","Q96QU1","54","GC10M053802","3.48367118835449","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH15"
"NOVA1","NOVA Alternative Splicing Regulator 1","Protein Coding","P51513","51","GC14M026443","3.4796621799469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOVA1"
"CD2AP","CD2 Associated Protein","Protein Coding","Q9Y5K6","56","GC06P182098","3.47302198410034","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD2AP"
"YAP1","Yes1 Associated Transcriptional Regulator","Protein Coding","P46937","61","GC11P102110","3.4729790687561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YAP1"
"EPHA1","EPH Receptor A1","Protein Coding","P21709","60","GC07M143390","3.46625256538391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA1"
"BRAF","B-Raf Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","P15056","67","GC07M140793","3.46559119224548","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRAF"
"NRAS","NRAS Proto-Oncogene, GTPase","Protein Coding","P01111","64","GC01M114704","3.46559119224548","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRAS"
"FMNL1","Formin Like 1","Protein Coding","O95466","49","GC17P154928","3.46479940414429","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMNL1"
"PPP2R1A","Protein Phosphatase 2 Scaffold Subunit Aalpha","Protein Coding","P30153","60","GC19P152992","3.46428513526917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R1A"
"LRAT","Lecithin Retinol Acyltransferase","Protein Coding","O95237","56","GC04P154626","3.45270419120789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRAT"
"CELSR2","Cadherin EGF LAG Seven-Pass G-Type Receptor 2","Protein Coding","Q9HCU4","53","GC01P111859","3.45163869857788","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELSR2"
"SAG","S-Antigen Visual Arrestin","Protein Coding","P10523","58","GC02P235069","3.44957947731018","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAG"
"RAB38","RAB38, Member RAS Oncogene Family","Protein Coding","P57729","51","GC11M140256","3.44520545005798","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB38"
"MEGF10","Multiple EGF Like Domains 10","Protein Coding","Q96KG7","55","GC05P127230","3.44275903701782","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEGF10"
"SPTLC1","Serine Palmitoyltransferase Long Chain Base Subunit 1","Protein Coding","O15269","60","GC09M121881","3.442302942276","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTLC1"
"PAFAH1B1","Platelet Activating Factor Acetylhydrolase 1b Regulatory Subunit 1","Protein Coding","P43034","59","GC17P002593","3.43049812316895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH1B1"
"HCK","HCK Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","P08631","62","GC20P032052","3.42286205291748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCK"
"VPS37A","VPS37A Subunit Of ESCRT-I","Protein Coding","Q8NEZ2","54","GC08P017246","3.42286205291748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS37A"
"GRIP1","Glutamate Receptor Interacting Protein 1","Protein Coding","Q9Y3R0","56","GC12M066347","3.41902017593384","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIP1"
"GABBR1","Gamma-Aminobutyric Acid Type B Receptor Subunit 1","Protein Coding","Q9UBS5","61","GC06M029555","3.41286659240723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABBR1"
"ALK","ALK Receptor Tyrosine Kinase","Protein Coding","Q9UM73","64","GC02M029307","3.41037487983704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALK"
"ASTN2","Astrotactin 2","Protein Coding","O75129","50","GC09M122467","3.40284442901611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASTN2"
"DAOA-AS1","DAOA Antisense RNA 1","RNA Gene","","24","GC13M105467","3.3988893032074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAOA-AS1"
"TNNT2","Troponin T2, Cardiac Type","Protein Coding","P45379","61","GC01M201359","3.39750123023987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNT2"
"TNFSF13B","TNF Superfamily Member 13b","Protein Coding","Q9Y275","58","GC13P108251","3.39750123023987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF13B"
"CHMP4B","Charged Multivesicular Body Protein 4B","Protein Coding","Q9H444","55","GC20P053181","3.39750123023987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP4B"
"CYP51A1","Cytochrome P450 Family 51 Subfamily A Member 1","Protein Coding","Q16850","55","GC07M092112","3.39750123023987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP51A1"
"TNFSF14","TNF Superfamily Member 14","Protein Coding","O43557","53","GC19M107970","3.39750123023987","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF14"
"FTO","FTO Alpha-Ketoglutarate Dependent Dioxygenase","Protein Coding","Q9C0B1","59","GC16P121535","3.39724326133728","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTO"
"DKK4","Dickkopf WNT Signaling Pathway Inhibitor 4","Protein Coding","Q9UBT3","50","GC08M042419","3.38989281654358","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKK4"
"ACTB","Actin Beta","Protein Coding","P60709","63","GC07M005854","3.38663935661316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTB"
"DAOA","D-Amino Acid Oxidase Activator","Protein Coding","P59103","42","GC13P105465","3.38610696792603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAOA"
"CTNNA2","Catenin Alpha 2","Protein Coding","P26232","56","GC02P079185","3.37813472747803","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNA2"
"MS4A6A","Membrane Spanning 4-Domains A6A","Protein Coding","Q9H2W1","48","GC11M139569","3.37330937385559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MS4A6A"
"AKT3","AKT Serine/Threonine Kinase 3","Protein Coding","Q9Y243","68","GC01M243488","3.37094306945801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT3"
"TUBA3E","Tubulin Alpha 3e","Protein Coding","Q6PEY2","51","GC02M130191","3.37094306945801","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBA3E"
"NDUFAF6","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 6","Protein Coding","Q330K2","48","GC08P094895","3.36925649642944","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF6"
"EGFR","Epidermal Growth Factor Receptor","Protein Coding","P00533","68","GC07P055019","3.36628341674805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR"
"LRPPRC","Leucine Rich Pentatricopeptide Repeat Containing","Protein Coding","P42704","54","GC02M043886","3.36458444595337","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRPPRC"
"PTK2B","Protein Tyrosine Kinase 2 Beta","Protein Coding","Q14289","62","GC08P027311","3.35201621055603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTK2B"
"DKK2","Dickkopf WNT Signaling Pathway Inhibitor 2","Protein Coding","Q9UBU2","54","GC04M106921","3.35068821907043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKK2"
"SCIMP","SLP Adaptor And CSK Interacting Membrane Protein","Protein Coding","Q6UWF3","37","GC17M005208","3.34877800941467","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCIMP"
"APOA2","Apolipoprotein A2","Protein Coding","P02652","58","GC01M161222","3.34164309501648","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA2"
"PPP2CA","Protein Phosphatase 2 Catalytic Subunit Alpha","Protein Coding","P67775","63","GC05M134194","3.33345818519592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CA"
"MASP2","MBL Associated Serine Protease 2","Protein Coding","O00187","60","GC01M022432","3.32821393013","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MASP2"
"IGFBP7","Insulin Like Growth Factor Binding Protein 7","Protein Coding","Q16270","59","GC04M057030","3.32821393013","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP7"
"GGH","Gamma-Glutamyl Hydrolase","Protein Coding","Q92820","55","GC08M063014","3.32821393013","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGH"
"MARCHF4","Membrane Associated Ring-CH-Type Finger 4","Protein Coding","Q9P2E8","42","GC02M216260","3.32821393013","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCHF4"
"MIR1306","MicroRNA 1306","RNA Gene","","25","GC22P020086","3.32821393013","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1306"
"NRBF2","Nuclear Receptor Binding Factor 2","Protein Coding","Q96F24","49","GC10P063133","3.32006740570068","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRBF2"
"PAK1","P21 (RAC1) Activated Kinase 1","Protein Coding","Q13153","64","GC11M140142","3.32002282142639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK1"
"LAMC3","Laminin Subunit Gamma 3","Protein Coding","Q9Y6N6","54","GC09P131009","3.31341934204102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMC3"
"ATP5F1A","ATP Synthase F1 Subunit Alpha","Protein Coding","P25705","59","GC18M046081","3.30794858932495","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1A"
"MIR802","MicroRNA 802","RNA Gene","","24","GC21P035720","3.30615448951721","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR802"
"NRON","Non-Coding Repressor Of NFAT","RNA Gene","","24","GC09M126407","3.30615448951721","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRON"
"LOC105374344","Uncharacterized LOC105374344","RNA Gene","","18","GC04P001113","3.30615448951721","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105374344"
"DCR","Down Syndrome Chromosome Region","Genetic Locus","","10","GC21U990005","3.30615448951721","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCR"
"COL18A1","Collagen Type XVIII Alpha 1 Chain","Protein Coding","P39060","58","GC21P045405","3.3036367893219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL18A1"
"MT-CO3","Mitochondrially Encoded Cytochrome C Oxidase III","Protein Coding","P00414","44","GCMTP009209","3.29910278320313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CO3"
"CASR","Calcium Sensing Receptor","Protein Coding","P41180","64","GC03P122183","3.29896521568298","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR"
"JCAD","Junctional Cadherin 5 Associated","Protein Coding","Q9P266","38","GC10M030012","3.29844832420349","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JCAD"
"OXTR","Oxytocin Receptor","Protein Coding","P30559","60","GC03M008767","3.28309798240662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXTR"
"CNBP","CCHC-Type Zinc Finger Nucleic Acid Binding Protein","Protein Coding","P62633","55","GC03M129167","3.28309798240662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNBP"
"PAX2","Paired Box 2","Protein Coding","Q02962","58","GC10P100735","3.28251147270203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX2"
"CRADD","CASP2 And RIPK1 Domain Containing Adaptor With Death Domain","Protein Coding","P78560","56","GC12P093677","3.27817153930664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRADD"
"MIP","Major Intrinsic Protein Of Lens Fiber","Protein Coding","P30301","52","GC12M056449","3.27633666992188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIP"
"CRELD1","Cysteine Rich With EGF Like Domains 1","Protein Coding","Q96HD1","52","GC03P026991","3.27405214309692","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRELD1"
"MAGI2","Membrane Associated Guanylate Kinase, WW And PDZ Domain Containing 2","Protein Coding","Q86UL8","54","GC07M078017","3.260178565979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGI2"
"SHANK2","SH3 And Multiple Ankyrin Repeat Domains 2","Protein Coding","Q9UPX8","53","GC11M070467","3.25672626495361","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHANK2"
"NECTIN1","Nectin Cell Adhesion Molecule 1","Protein Coding","Q15223","58","GC11M140677","3.25468564033508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NECTIN1"
"APOH","Apolipoprotein H","Protein Coding","P02749","58","GC17M066212","3.24625396728516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOH"
"SMN1","Survival Of Motor Neuron 1, Telomeric","Protein Coding","Q16637","54","GC05P070924","3.24625396728516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN1"
"PRKAR1B","Protein Kinase CAMP-Dependent Type I Regulatory Subunit Beta","Protein Coding","P31321","60","GC07M000549","3.24187994003296","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR1B"
"ERG","ETS Transcription Factor ERG","Protein Coding","P11308","59","GC21M038367","3.24042820930481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERG"
"MADD","MAP Kinase Activating Death Domain","Protein Coding","Q8WXG6","57","GC11P049095","3.23996806144714","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MADD"
"INPP5D","Inositol Polyphosphate-5-Phosphatase D","Protein Coding","Q92835","60","GC02P233059","3.23886513710022","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5D"
"EZH2","Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit","Protein Coding","Q15910","66","GC07M148807","3.23484754562378","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZH2"
